Player;Role;Team;Opponent Team;Opponent Player;Date;Week;Day;Patch;Stage;No Game;all Games;Format;Game of day;Side;Time;Ban;Ban Opponent;Pick;Pick Opponent;Champion;Champion Opponent;Outcome;Kills Team;Turrets Team;Dragon Team;Baron Team;Level;Kills;Deaths;Assists;KDA;CS;CS in Teams Jungle;CS in Enemy Jungle;CSM;Golds;GPM;GOLD%;Vision Score;Wards placed;Wards destroyed;Control Wards Purchased;Detector Wards Placed;VSPM;WPM;VWPM;WCPM;VS%;Total damage to Champion;Physical Damage;Magic Damage;True Damage;DPM;DMG%;K+A Per Minute;KP%;Solo kills;Double kills;Triple kills;Quadra kills;Penta kills;GD@15;CSD@15;XPD@15;LVLD@15;Objectives Stolen;Damage dealt to turrets;Damage dealt to buildings;Total heal;Total Heals On Teammates;Damage self mitigated;Total Damage Shielded On Teammates;Time ccing others;Total Time CC Dealt;Total damage taken;Total Time Spent Dead;Consumables purchased;Items Purchased;Shutdown bounty collected;Shutdown bounty lost
Peanut;JUNGLE;HLE;T1;Oner;12.07.2024;4;3;v14.13;Summer_Season_24;1;3;3;3;Blue;00:42:06;Ashe;Ivern;Corki;Sejuani;Poppy;Sejuani;Win;11;9;4;2;17;0;2;10;5;219;190;0;5.2;13178;313;0.165;81;11;26;11;11;1.92;0.26;0.26;0.62;0.198;6052;4124;1208;720;144;0.053;0.24;0.909;0;0;0;0;0;523;-2;475;0;2;1701;1701;13395;0;68974;0;21;912;36867;57;13;32;0;0
Zeka;MID;HLE;T1;Faker;12.07.2024;4;3;v14.13;Summer_Season_24;1;3;3;3;Blue;00:42:06;Nidalee;Vi;Poppy;Gnar;Corki;Tristana;Win;11;9;4;2;18;2;3;3;1.7;433;40;0;10.3;19020;452;0.239;48;19;13;5;5;1.14;0.45;0.12;0.31;0.117;31969;22803;6920;2246;759;0.279;0.12;0.455;0;1;0;0;0;-573;15;-119;0;0;8016;8016;9428;0;17224;0;1;77;24299;111;8;34;600;350
Viper;ADCARRY;HLE;T1;Gumayusi;12.07.2024;4;3;v14.13;Summer_Season_24;1;3;3;3;Blue;00:42:06;Kalista;Rakan;Ezreal;Zeri;Ezreal;Zeri;Win;11;9;4;2;18;1;1;5;6;464;44;0;11;19113;454;0.24;64;18;22;4;4;1.52;0.43;0.1;0.52;0.156;46259;27199;17077;1983;1099;0.404;0.14;0.545;0;0;0;0;0;-947;-15;-504;-1;0;8470;8470;8408;0;20938;0;8;273;16712;39;5;25;250;100
Delight;SUPPORT;HLE;T1;Keria;12.07.2024;4;3;v14.13;Summer_Season_24;1;3;3;3;Blue;00:42:06;Senna;Leona;Alistar;Lulu;Alistar;Lulu;Win;11;9;4;2;16;0;3;6;2;45;0;0;1.1;9821;233;0.123;152;82;14;22;20;3.61;1.95;0.52;0.33;0.372;3685;467;2153;1065;88;0.032;0.14;0.545;0;0;0;0;0;-168;17;38;0;0;538;538;8220;3970;26979;364;22;99;30436;31;25;43;0;0
Zeus;TOP;T1;HLE;Doran;12.07.2024;4;3;v14.13;Summer_Season_24;1;3;3;3;Red;00:42:06;Maokai;Azir;Tristana;Rumble;Gnar;Rumble;Loss;12;6;3;1;18;1;4;5;1.5;340;13;0;8.1;15699;373;0.208;58;23;15;17;15;1.38;0.55;0.4;0.36;0.151;11863;9836;1919;108;282;0.128;0.14;0.5;0;0;0;0;0;-2906;-33;-1325;-1;0;2760;2760;8663;0;29396;0;17;658;29964;55;20;42;0;50
Oner;JUNGLE;T1;HLE;Peanut;12.07.2024;4;3;v14.13;Summer_Season_24;1;3;3;3;Red;00:42:06;Ivern;Ashe;Sejuani;Corki;Sejuani;Poppy;Loss;12;6;3;1;16;2;2;7;4.5;193;148;0;4.6;12080;287;0.16;63;18;14;16;16;1.5;0.43;0.38;0.33;0.164;10867;5221;4854;792;258;0.117;0.21;0.75;0;0;0;0;0;-523;2;-475;0;0;0;0;14435;383;60389;406;25;323;51648;21;17;38;0;0
Faker;MID;T1;HLE;Zeka;12.07.2024;4;3;v14.13;Summer_Season_24;1;3;3;3;Red;00:42:06;Vi;Nidalee;Gnar;Poppy;Tristana;Corki;Loss;12;6;3;1;18;2;2;4;3;423;79;0;10;18643;443;0.246;63;20;19;4;4;1.5;0.48;0.1;0.45;0.164;30753;27749;2620;384;730;0.331;0.14;0.5;0;0;0;0;0;573;-15;119;0;0;9866;9866;19080;0;22819;0;9;228;34338;45;6;27;500;400
Gumayusi;ADCARRY;T1;HLE;Viper;12.07.2024;4;3;v14.13;Summer_Season_24;1;3;3;3;Red;00:42:06;Rakan;Kalista;Zeri;Ezreal;Zeri;Ezreal;Loss;12;6;3;1;18;6;2;2;4;454;61;0;10.8;19564;465;0.259;62;18;17;5;5;1.47;0.43;0.12;0.4;0.161;32715;22525;9742;448;777;0.352;0.19;0.667;0;1;0;0;0;947;15;504;1;0;6842;6842;5924;0;19167;0;10;192;16731;35;7;32;450;650
Keria;SUPPORT;T1;HLE;Delight;12.07.2024;4;3;v14.13;Summer_Season_24;1;3;3;3;Red;00:42:06;Leona;Senna;Lulu;Alistar;Lulu;Alistar;Loss;12;6;3;1;15;1;1;9;10;20;0;0;0.5;9659;229;0.128;139;86;9;23;21;3.3;2.04;0.55;0.21;0.361;6842;569;5979;294;163;0.074;0.24;0.833;0;0;0;0;0;168;-17;-38;0;0;487;487;7360;5208;7162;6663;28;274;14401;0;25;40;0;0
Zeus;TOP;T1;HLE;Doran;12.07.2024;4;3;v14.13;Summer_Season_24;2;3;3;4;Blue;00:32:30;Maokai;Rumble;Sejuani;Azir;Renekton;Quinn;Win;11;8;1;1;17;3;1;4;7;285;4;0;8.8;12615;388;0.204;56;13;21;9;8;1.72;0.4;0.28;0.65;0.194;17677;13704;2474;1499;544;0.236;0.22;0.636;0;1;0;0;0;-251;-13;-120;0;0;2362;2362;9773;0;32741;0;17;219;33948;46;12;31;50;0
Oner;JUNGLE;T1;HLE;Peanut;12.07.2024;4;3;v14.13;Summer_Season_24;2;3;3;4;Blue;00:32:30;Ivern;Gnar;Corki;Poppy;Sejuani;Poppy;Win;11;8;1;1;15;1;1;7;8;195;171;0;6;11103;342;0.179;50;11;15;11;9;1.54;0.34;0.34;0.46;0.173;8506;5149;2269;1088;262;0.113;0.25;0.727;0;0;0;0;0;19;-3;-260;0;0;668;668;17845;287;44160;0;16;362;38354;51;13;32;0;0
Faker;MID;T1;HLE;Zeka;12.07.2024;4;3;v14.13;Summer_Season_24;2;3;3;4;Blue;00:32:30;Vi;Ashe;Renekton;Ezreal;Corki;Azir;Win;11;8;1;1;18;3;0;5;Perfect_KDA;319;17;0;9.8;14287;440;0.231;22;13;5;2;2;0.68;0.4;0.06;0.15;0.076;22434;15848;3584;3002;690;0.299;0.25;0.727;0;0;0;0;0;635;23;389;1;0;7529;7529;6965;0;10424;0;2;96;12923;0;4;19;50;0
Gumayusi;ADCARRY;T1;HLE;Viper;12.07.2024;4;3;v14.13;Summer_Season_24;2;3;3;4;Blue;00:32:30;Alistar;Ziggs;Caitlyn;Quinn;Caitlyn;Ezreal;Win;11;8;1;1;16;3;0;2;Perfect_KDA;337;19;0;10.4;14919;459;0.241;35;13;20;6;6;1.08;0.4;0.18;0.62;0.121;20344;19505;267;572;626;0.271;0.15;0.455;0;0;0;0;0;-105;2;-157;-1;0;10539;10539;11894;0;9040;0;14;125;16862;0;7;22;50;0
Keria;SUPPORT;T1;HLE;Delight;12.07.2024;4;3;v14.13;Summer_Season_24;2;3;3;4;Blue;00:32:30;Leona;Zeri;Braum;Rakan;Braum;Rakan;Win;11;8;1;1;13;1;1;7;8;30;0;0;0.9;8974;276;0.145;126;68;16;17;17;3.88;2.09;0.52;0.49;0.436;6017;472;4647;898;185;0.08;0.25;0.727;0;0;0;0;0;452;-4;-735;-1;0;4063;4063;486;0;22242;1167;23;173;26101;12;20;37;0;0
Doran;TOP;HLE;T1;Zeus;12.07.2024;4;3;v14.13;Summer_Season_24;2;3;3;4;Red;00:32:30;Rumble;Maokai;Azir;Sejuani;Quinn;Renekton;Loss;3;2;4;0;16;0;4;2;0.5;290;15;0;8.9;11008;339;0.214;38;16;3;5;5;1.17;0.49;0.15;0.09;0.11;16935;16343;508;84;521;0.19;0.06;0.667;0;0;0;0;0;251;13;120;0;0;1238;1238;6321;0;12291;0;22;196;18543;136;6;26;0;50
Peanut;JUNGLE;HLE;T1;Oner;12.07.2024;4;3;v14.13;Summer_Season_24;2;3;3;4;Red;00:32:30;Gnar;Ivern;Poppy;Corki;Poppy;Sejuani;Loss;3;2;4;0;13;1;3;2;1;176;161;0;5.4;8999;277;0.175;52;10;12;10;8;1.6;0.31;0.31;0.37;0.15;6654;5201;1119;334;205;0.075;0.09;1;0;0;0;0;0;-19;3;260;0;0;148;148;13724;0;41342;0;29;723;27431;122;11;29;0;0
Zeka;MID;HLE;T1;Faker;12.07.2024;4;3;v14.13;Summer_Season_24;2;3;3;4;Red;00:32:30;Ashe;Vi;Ezreal;Renekton;Azir;Corki;Loss;3;2;4;0;17;1;1;1;2;300;0;0;9.2;12038;370;0.234;51;18;13;8;8;1.57;0.55;0.25;0.4;0.147;24857;333;24524;0;765;0.279;0.06;0.667;0;0;0;0;0;-635;-23;-389;-1;0;2691;2691;5380;0;11573;0;9;165;15071;0;10;27;0;50
Viper;ADCARRY;HLE;T1;Gumayusi;12.07.2024;4;3;v14.13;Summer_Season_24;2;3;3;4;Red;00:32:30;Ziggs;Alistar;Quinn;Caitlyn;Ezreal;Caitlyn;Loss;3;2;4;0;15;1;1;2;3;318;4;0;9.8;12287;378;0.239;37;8;13;0;0;1.14;0.25;0;0.4;0.107;36693;24594;11891;208;1129;0.412;0.09;1;0;0;0;0;0;105;-2;157;1;0;2434;2434;4805;0;11161;0;0;54;14530;51;1;19;0;50
Delight;SUPPORT;HLE;T1;Keria;12.07.2024;4;3;v14.13;Summer_Season_24;2;3;3;4;Red;00:32:30;Zeri;Leona;Rakan;Braum;Rakan;Braum;Loss;3;2;4;0;12;0;2;2;1;40;0;0;1.2;7073;218;0.138;169;100;20;22;20;5.2;3.08;0.68;0.62;0.487;4026;677;3329;20;124;0.045;0.06;0.667;0;0;0;0;0;-452;4;735;1;0;466;466;8300;2569;21199;2426;13;50;23571;81;24;38;0;0
Doran;TOP;HLE;T1;Zeus;12.07.2024;4;3;v14.13;Summer_Season_24;3;3;3;5;Blue;00:33:34;Azir;Maokai;Sejuani;Tristana;Jax;Kennen;Win;13;7;1;0;17;2;1;8;10;240;19;0;7.1;12575;375;0.201;41;18;9;7;6;1.22;0.54;0.21;0.27;0.111;13420;6250;7170;0;400;0.142;0.3;0.769;0;0;0;0;0;-469;-29;-254;0;0;4159;4159;7145;0;19242;0;18;178;25750;35;9;28;250;0
Peanut;JUNGLE;HLE;T1;Oner;12.07.2024;4;3;v14.13;Summer_Season_24;3;3;3;5;Blue;00:33:34;Ashe;Rumble;Yone;Poppy;Sejuani;Poppy;Win;13;7;1;0;15;0;4;11;2.8;181;157;0;5.4;10722;319;0.172;65;10;23;9;9;1.94;0.3;0.27;0.69;0.175;11198;7070;3786;342;334;0.118;0.33;0.846;0;0;0;0;0;544;2;264;0;0;2545;2545;13324;287;47233;234;29;460;40705;154;10;26;0;0
Zeka;MID;HLE;T1;Faker;12.07.2024;4;3;v14.13;Summer_Season_24;3;3;3;5;Blue;00:33:34;Corki;Ivern;Ezreal;Kaisa;Yone;Tristana;Win;13;7;1;0;17;4;2;6;5;295;27;0;8.8;13750;410;0.22;41;19;10;8;8;1.22;0.57;0.24;0.3;0.111;19770;11699;4369;3702;589;0.209;0.3;0.769;0;0;0;0;0;625;-2;-257;0;0;4674;4674;10420;0;31801;0;25;327;26801;77;11;26;0;150
Viper;ADCARRY;HLE;T1;Gumayusi;12.07.2024;4;3;v14.13;Summer_Season_24;3;3;3;5;Blue;00:33:34;Leona;Braum;Jax;Rakan;Ezreal;Kaisa;Win;13;7;1;0;17;7;0;3;Perfect_KDA;370;34;0;11;16913;504;0.271;39;14;15;4;4;1.16;0.42;0.12;0.45;0.105;44292;26524;17090;678;1320;0.467;0.3;0.769;0;1;1;0;0;-96;-1;277;0;0;8335;8335;7201;0;12732;0;3;137;14063;0;5;24;900;0
Delight;SUPPORT;HLE;T1;Keria;12.07.2024;4;3;v14.13;Summer_Season_24;3;3;3;5;Blue;00:33:34;Alistar;Renekton;Bard;Kennen;Bard;Rakan;Win;13;7;1;0;13;0;4;11;2.8;55;0;0;1.6;8516;254;0.136;185;105;33;20;19;5.51;3.13;0.6;0.98;0.499;6134;1982;4016;136;183;0.065;0.33;0.846;0;0;0;0;0;195;10;98;0;0;921;921;3772;2100;13408;1388;44;243;17263;129;23;37;0;0
Zeus;TOP;T1;HLE;Doran;12.07.2024;4;3;v14.13;Summer_Season_24;3;3;3;5;Red;00:33:34;Maokai;Azir;Tristana;Sejuani;Kennen;Jax;Loss;11;5;4;2;17;2;4;4;1.5;270;9;0;8;12048;359;0.197;42;13;9;9;6;1.25;0.39;0.27;0.27;0.135;20382;3273;16757;352;607;0.238;0.18;0.545;0;0;0;0;0;469;29;254;0;0;697;697;4664;0;16631;0;28;101;23120;126;11;35;0;0
Oner;JUNGLE;T1;HLE;Peanut;12.07.2024;4;3;v14.13;Summer_Season_24;3;3;3;5;Red;00:33:34;Rumble;Ashe;Poppy;Yone;Poppy;Sejuani;Loss;11;5;4;2;15;2;4;5;1.8;191;178;0;5.7;10778;321;0.176;36;12;11;13;11;1.07;0.36;0.39;0.33;0.115;12827;10278;1959;590;382;0.15;0.21;0.636;0;0;0;0;0;-544;-2;-264;0;0;676;676;15414;0;57904;0;36;819;39354;104;14;32;100;100
Faker;MID;T1;HLE;Zeka;12.07.2024;4;3;v14.13;Summer_Season_24;3;3;3;5;Red;00:33:34;Ivern;Corki;Kaisa;Ezreal;Tristana;Yone;Loss;11;5;4;2;18;4;2;6;5;311;32;0;9.3;15183;452;0.248;46;14;13;3;3;1.37;0.42;0.09;0.39;0.147;23368;20981;1811;576;696;0.273;0.3;0.909;0;1;0;0;0;-625;2;257;0;0;8915;8915;10055;0;16344;0;6;114;20223;47;4;23;0;450
Gumayusi;ADCARRY;T1;HLE;Viper;12.07.2024;4;3;v14.13;Summer_Season_24;3;3;3;5;Red;00:33:34;Braum;Leona;Rakan;Jax;Kaisa;Ezreal;Loss;11;5;4;2;17;3;1;2;5;358;16;0;10.7;14788;441;0.242;44;14;24;4;4;1.31;0.42;0.12;0.71;0.141;22925;7719;14825;381;683;0.268;0.15;0.455;0;1;0;0;0;96;1;-277;0;0;6891;6891;5941;0;11096;0;1;39;14819;0;6;25;50;600
Keria;SUPPORT;T1;HLE;Delight;12.07.2024;4;3;v14.13;Summer_Season_24;3;3;3;5;Red;00:33:34;Renekton;Alistar;Kennen;Bard;Rakan;Bard;Loss;11;5;4;2;12;0;2;10;5;32;0;0;1;8332;248;0.136;144;103;18;21;19;4.29;3.07;0.63;0.54;0.462;5983;1093;4724;166;178;0.07;0.3;0.909;0;0;0;0;0;-195;-10;-98;0;0;596;596;9279;3660;26834;5007;38;84;26045;77;23;38;0;0
kingen;TOP;DK;GEN;Kiin;13.07.2024;4;4;v14.13;Summer_Season_24;1;2;3;1;Blue;00:29:36;Nautilus;Rumble;Sejuani;Tristana;Gnar;Gangplank;Loss;7;2;0;0;16;1;2;1;1;254;12;0;8.6;10221;345;0.208;26;6;8;0;0;0.88;0.2;0;0.27;0.102;14358;11459;2899;0;485;0.229;0.07;0.286;0;0;0;0;0;603;38;897;1;0;537;537;7284;0;19294;0;13;360;23889;49;3;22;0;50
Lucid;JUNGLE;DK;GEN;Canyon;13.07.2024;4;4;v14.13;Summer_Season_24;1;2;3;1;Blue;00:29:36;Corki;Vi;Zeri;Ivern;Sejuani;Ivern;Loss;7;2;0;0;13;1;5;5;1.2;174;165;0;5.9;9653;326;0.197;43;15;7;16;14;1.45;0.51;0.54;0.24;0.168;8009;3615;3476;918;271;0.128;0.2;0.857;0;0;0;0;0;141;18;837;1;0;2341;2341;12214;177;34012;0;18;497;31547;131;17;31;300;0
ShowMaker;MID;DK;GEN;Chovy;13.07.2024;4;4;v14.13;Summer_Season_24;1;2;3;1;Blue;00:29:36;Zyra;Renata_Glasc;Gnar;Leona;Taliyah;Tristana;Loss;7;2;0;0;15;1;5;4;1;234;4;0;7.9;10196;344;0.208;37;17;3;8;7;1.25;0.57;0.27;0.1;0.145;16949;699;16220;30;573;0.27;0.17;0.714;0;0;0;0;0;-784;-16;-676;-1;0;780;780;877;0;9144;0;29;463;15851;146;10;28;50;50
Aiming;ADCARRY;DK;GEN;Peyz;13.07.2024;4;4;v14.13;Summer_Season_24;1;2;3;1;Blue;00:29:36;Kaisa;Azir;Taliyah;Gangplank;Zeri;Ziggs;Loss;7;2;0;0;16;3;1;1;4;330;10;0;11.1;12708;429;0.259;50;11;19;2;2;1.69;0.37;0.07;0.64;0.195;18988;13229;4897;862;641;0.302;0.14;0.571;0;0;0;0;0;-262;3;8;0;0;2172;2172;6235;0;7788;0;8;153;16956;49;4;27;0;200
Kellin;SUPPORT;DK;GEN;Lehends;13.07.2024;4;4;v14.13;Summer_Season_24;1;2;3;1;Blue;00:29:36;Ezreal;Rakan;Alistar;Ziggs;Alistar;Leona;Loss;7;2;0;0;10;1;6;4;0.8;16;0;0;0.5;6287;212;0.128;100;54;8;19;16;3.38;1.82;0.64;0.27;0.391;4493;429;3342;722;152;0.072;0.17;0.714;0;0;0;0;0;-645;-2;-324;0;0;0;0;2675;1625;19170;0;35;61;20377;115;21;34;0;0
Kiin;TOP;GEN;DK;kingen;13.07.2024;4;4;v14.13;Summer_Season_24;1;2;3;1;Red;00:29:36;Rumble;Nautilus;Tristana;Sejuani;Gangplank;Gnar;Win;19;8;4;1;17;3;2;11;7;227;4;0;7.7;12511;423;0.207;40;15;2;5;5;1.35;0.51;0.17;0.07;0.135;20037;13873;3649;2515;677;0.235;0.47;0.737;1;1;0;0;0;-603;-38;-897;-1;0;6090;6090;5630;0;18510;0;9;267;22050;90;6;23;0;0
Canyon;JUNGLE;GEN;DK;Lucid;13.07.2024;4;4;v14.13;Summer_Season_24;1;2;3;1;Red;00:29:36;Vi;Corki;Ivern;Zeri;Ivern;Sejuani;Win;19;8;4;1;15;3;1;13;16;186;171;0;6.3;11314;382;0.187;52;13;11;13;11;1.76;0.44;0.44;0.37;0.176;8230;1749;3797;2684;278;0.097;0.54;0.842;0;0;0;0;0;-141;-18;-837;-1;0;0;0;10628;4214;9805;14593;44;252;11795;32;14;30;50;0
Chovy;MID;GEN;DK;ShowMaker;13.07.2024;4;4;v14.13;Summer_Season_24;1;2;3;1;Red;00:29:36;Renata_Glasc;Zyra;Leona;Gnar;Tristana;Taliyah;Win;19;8;4;1;18;6;1;8;14;326;14;0;11;15435;521;0.255;58;15;19;6;5;1.96;0.51;0.2;0.64;0.196;24466;21258;2225;983;827;0.287;0.47;0.737;0;1;0;0;0;784;16;676;1;0;11870;11870;10042;0;17263;0;10;131;19053;35;7;29;250;50
Peyz;ADCARRY;GEN;DK;Aiming;13.07.2024;4;4;v14.13;Summer_Season_24;1;2;3;1;Red;00:29:36;Azir;Kaisa;Gangplank;Taliyah;Ziggs;Zeri;Win;19;8;4;1;16;5;1;8;13;273;13;0;9.2;13061;441;0.216;28;13;3;6;5;0.95;0.44;0.2;0.1;0.095;26435;542;25761;132;893;0.31;0.44;0.684;0;1;0;0;0;262;-3;-8;0;0;5757;5757;337;0;3423;0;15;267;5337;46;8;23;0;300
Lehends;SUPPORT;GEN;DK;Kellin;13.07.2024;4;4;v14.13;Summer_Season_24;1;2;3;1;Red;00:29:36;Rakan;Ezreal;Ziggs;Alistar;Leona;Alistar;Win;19;8;4;1;12;2;2;10;6;28;0;0;0.9;8163;276;0.135;118;60;17;16;16;3.99;2.03;0.54;0.57;0.399;6036;944;4163;929;204;0.071;0.41;0.632;0;0;0;0;0;645;2;324;0;0;1037;1037;579;0;22507;0;27;49;18770;38;18;33;0;0
kingen;TOP;DK;GEN;Kiin;13.07.2024;4;4;v14.13;Summer_Season_24;2;2;3;2;Blue;00:31:23;Nautilus;Rumble;Sejuani;Azir;Renekton;KSante;Loss;10;4;1;0;15;3;4;1;1;220;1;0;7;11002;351;0.207;33;11;6;6;6;1.05;0.35;0.19;0.19;0.117;17018;14063;2349;606;542;0.223;0.13;0.4;0;0;0;0;0;-1302;-31;-1234;-1;0;7093;7093;9985;0;29082;0;25;82;35621;103;7;30;250;100
Lucid;JUNGLE;DK;GEN;Canyon;13.07.2024;4;4;v14.13;Summer_Season_24;2;2;3;2;Blue;00:31:23;Corki;Vi;Zeri;Nidalee;Sejuani;Nidalee;Loss;10;4;1;0;13;3;1;5;8;170;145;0;5.4;9984;318;0.188;61;15;17;14;14;1.94;0.48;0.45;0.54;0.216;8807;3914;3798;1095;281;0.115;0.25;0.8;0;0;0;0;0;-29;-38;-1512;-2;0;1024;1024;13571;232;37199;0;19;355;34886;0;15;31;0;100
ShowMaker;MID;DK;GEN;Chovy;13.07.2024;4;4;v14.13;Summer_Season_24;2;2;3;2;Blue;00:31:23;Tristana;LeBlanc;Taliyah;KSante;Taliyah;Azir;Loss;10;4;1;0;16;1;2;4;2.5;257;6;0;8.2;11030;351;0.208;41;19;7;11;9;1.31;0.61;0.35;0.22;0.145;14971;673;14067;231;477;0.196;0.16;0.5;0;0;0;0;0;-221;-21;-551;0;0;1131;1131;1156;0;10004;0;20;479;14538;46;13;30;0;0
Aiming;ADCARRY;DK;GEN;Peyz;13.07.2024;4;4;v14.13;Summer_Season_24;2;2;3;2;Blue;00:31:23;Leona;Gnar;Lulu;Senna;Zeri;Senna;Loss;10;4;1;0;15;3;2;3;3;341;21;0;10.9;14104;449;0.265;44;11;12;4;4;1.4;0.35;0.13;0.38;0.156;27017;17538;8637;842;861;0.354;0.19;0.6;0;0;0;0;0;3003;131;3027;3;0;7398;7398;6770;0;10626;0;9;187;18777;42;5;24;0;400
Kellin;SUPPORT;DK;GEN;Lehends;13.07.2024;4;4;v14.13;Summer_Season_24;2;2;3;2;Blue;00:31:23;Blitzcrank;Rakan;Renekton;Ornn;Lulu;Ornn;Loss;10;4;1;0;12;0;1;8;8;20;0;0;0.6;7035;224;0.132;103;54;11;13;11;3.28;1.72;0.41;0.35;0.365;8447;836;5428;2183;269;0.111;0.25;0.8;0;0;0;0;0;-1311;-106;-2672;-3;0;488;488;6461;3167;5871;3921;18;178;12096;0;15;29;0;0
Kiin;TOP;GEN;DK;kingen;13.07.2024;4;4;v14.13;Summer_Season_24;2;2;3;2;Red;00:31:23;Rumble;Nautilus;Azir;Sejuani;KSante;Renekton;Win;10;8;4;1;17;2;2;1;1.5;281;0;0;9;12586;401;0.207;38;15;7;7;7;1.21;0.48;0.22;0.22;0.127;19368;15146;3187;1035;617;0.236;0.1;0.3;0;0;0;0;0;1302;31;1234;1;0;5258;5258;3008;0;40027;32;37;2132;28042;86;9;24;50;150
Canyon;JUNGLE;GEN;DK;Lucid;13.07.2024;4;4;v14.13;Summer_Season_24;2;2;3;2;Red;00:31:23;Vi;Corki;Nidalee;Zeri;Nidalee;Sejuani;Win;10;8;4;1;18;2;0;5;Perfect_KDA;284;252;0;9;12667;404;0.208;57;9;15;10;9;1.82;0.29;0.32;0.48;0.191;17718;517;14910;2291;565;0.216;0.22;0.7;1;0;0;0;0;29;38;1512;2;0;3481;3481;33418;6877;24765;0;7;265;35277;0;11;24;0;0
Chovy;MID;GEN;DK;ShowMaker;13.07.2024;4;4;v14.13;Summer_Season_24;2;2;3;2;Red;00:31:23;LeBlanc;Tristana;KSante;Taliyah;Azir;Taliyah;Win;10;8;4;1;18;3;2;5;4;372;24;0;11.9;16027;511;0.263;62;18;21;7;6;1.98;0.57;0.22;0.67;0.207;22705;733;21972;0;723;0.277;0.25;0.8;0;0;0;0;0;221;21;551;0;0;5498;5498;4512;0;13081;0;10;187;15612;45;9;27;450;100
Peyz;ADCARRY;GEN;DK;Aiming;13.07.2024;4;4;v14.13;Summer_Season_24;2;2;3;2;Red;00:31:23;Gnar;Leona;Senna;Lulu;Senna;Zeri;Win;10;8;4;1;12;1;4;4;1.3;47;0;0;1.5;8736;278;0.144;100;48;12;9;8;3.19;1.53;0.29;0.38;0.334;14212;13638;448;126;453;0.173;0.16;0.5;0;0;0;0;0;-3003;-131;-3027;-3;0;2650;2650;9237;5075;5748;1293;21;191;12732;90;11;29;0;0
Lehends;SUPPORT;GEN;DK;Kellin;13.07.2024;4;4;v14.13;Summer_Season_24;2;2;3;2;Red;00:31:23;Rakan;Blitzcrank;Ornn;Renekton;Ornn;Lulu;Win;10;8;4;1;15;2;2;3;2.5;206;0;0;6.6;10843;346;0.178;42;19;4;7;7;1.34;0.61;0.22;0.13;0.14;8037;2976;4988;73;256;0.098;0.16;0.5;0;1;0;0;0;1311;106;2672;3;0;2728;2728;2503;0;29540;0;24;526;25757;56;8;23;100;0
Morgan;TOP;BRO;NS;Mihile;13.07.2024;4;4;v14.13;Summer_Season_24;1;2;3;3;Blue;00:40:43;Vi;Rumble;Sejuani;Azir;Gnar;Aatrox;Loss;15;7;2;0;18;2;2;7;4.5;409;29;0;10;18316;450;0.247;49;13;13;8;8;1.2;0.32;0.2;0.32;0.117;32979;25025;7396;558;810;0.254;0.22;0.6;0;0;0;0;0;797;15;75;0;0;12018;12018;10977;0;35680;0;37;894;33169;60;12;30;50;450
YoungJae;JUNGLE;BRO;NS;Sylvie;13.07.2024;4;4;v14.13;Summer_Season_24;1;2;3;3;Blue;00:40:43;Brand;Renekton;Gnar;Poppy;Sejuani;Poppy;Loss;15;7;2;0;17;3;2;10;6.5;266;230;0;6.5;13714;337;0.185;88;23;24;22;21;2.16;0.56;0.54;0.59;0.211;13282;6776;5397;1109;326;0.102;0.32;0.867;0;0;0;0;0;288;0;-322;0;0;974;974;19022;550;55848;0;31;663;44747;21;25;45;0;200
Pullbae;MID;BRO;NS;Fisher;13.07.2024;4;4;v14.13;Summer_Season_24;1;2;3;3;Blue;00:40:43;Corki;Tristana;Taliyah;Aatrox;Taliyah;Azir;Loss;15;7;2;0;18;3;1;9;12;365;12;0;9;16364;402;0.22;69;32;11;15;15;1.69;0.79;0.37;0.27;0.165;34405;1549;32330;526;845;0.265;0.29;0.8;0;0;0;0;0;440;5;641;1;0;4782;4782;1642;0;8545;0;48;1005;14723;62;19;40;0;400
Envyy;ADCARRY;BRO;NS;Jiwoo;13.07.2024;4;4;v14.13;Summer_Season_24;1;2;3;3;Blue;00:40:43;Ashe;Kalista;Ezreal;Senna;Ezreal;Senna;Loss;15;7;2;0;18;4;3;7;3.7;370;25;0;9.1;16101;395;0.217;43;14;9;3;2;1.06;0.34;0.07;0.22;0.103;41229;28077;11400;1752;1013;0.318;0.27;0.733;0;0;0;0;0;1329;113;2836;3;0;4007;4007;6414;0;19290;0;7;203;21260;173;4;21;50;500
Pollu;SUPPORT;BRO;NS;GuGer;13.07.2024;4;4;v14.13;Summer_Season_24;1;2;3;3;Blue;00:40:43;Alistar;Kaisa;Leona;Ornn;Leona;Ornn;Loss;15;7;2;0;13;3;5;8;2.2;43;0;0;1.1;9785;240;0.132;169;79;23;30;26;4.15;1.94;0.74;0.56;0.404;7813;1172;5084;1557;192;0.06;0.27;0.733;0;0;0;0;0;-855;-99;-2261;-2;0;904;904;657;361;26637;0;43;113;28184;146;32;53;0;100
