Player;Role;Team;Opponent Team;Opponent Player;Date;Week;Day;Patch;Stage;No Game;all Games;Format;Game of day;Side;Time;Ban;Ban Opponent;Pick;Pick Opponent;Champion;Champion Opponent;Outcome;Kills Team;Turrets Team;Dragon Team;Baron Team;Level;Kills;Deaths;Assists;KDA;CS;CS in Teams Jungle;CS in Enemy Jungle;CSM;Golds;GPM;GOLD%;Vision Score;Wards placed;Wards destroyed;Control Wards Purchased;Detector Wards Placed;VSPM;WPM;VWPM;WCPM;VS%;Total damage to Champion;Physical Damage;Magic Damage;True Damage;DPM;DMG%;K+A Per Minute;KP%;Solo kills;Double kills;Triple kills;Quadra kills;Penta kills;GD@15;CSD@15;XPD@15;LVLD@15;Objectives Stolen;Damage dealt to turrets;Damage dealt to buildings;Total heal;Total Heals On Teammates;Damage self mitigated;Total Damage Shielded On Teammates;Time ccing others;Total Time CC Dealt;Total damage taken;Total Time Spent Dead;Consumables purchased;Items Purchased;Shutdown bounty collected;Shutdown bounty lost
Keria;SUPPORT;T1;KDF;Andil;21.06.2024;2;3;v14.12;Summer_Season_24;3;3;3;5;Red;00:28:37;Nautilus;Renata_Glasc;Alistar;Leona;Alistar;Leona;Win;22;9;3;1;12;0;1;15;15;41;0;0;1.4;8027;281;0.136;95;48;10;16;16;3.32;1.68;0.56;0.35;0.403;4921;796;3593;532;172;0.058;0.52;0.682;0;0;0;0;0;377;2;732;1;0;984;984;7567;3426;18229;0;37;78;15670;27;19;32;0;0
DnDn;TOP;NS;DRX;Frog;22.06.2024;2;4;v14.12;Summer_Season_24;1;3;3;1;Blue;00:28:20;Taliyah;Maokai;Tristana;Nidalee;Skarner;Camille;Win;12;8;3;1;16;1;0;4;Perfect_KDA;241;0;0;8.5;10664;376;0.192;30;16;3;9;7;1.06;0.56;0.32;0.11;0.117;13484;8961;4403;120;476;0.252;0.18;0.417;0;0;0;0;0;342;6;385;0;0;2189;2189;1707;0;29536;0;20;669;13213;0;10;27;0;0
Sylvie;JUNGLE;NS;DRX;Sponge;22.06.2024;2;4;v14.12;Summer_Season_24;1;3;3;1;Blue;00:28:20;Ashe;Rumble;Sejuani;Kaisa;Sejuani;Nidalee;Win;12;8;3;1;15;0;2;9;4.5;194;176;0;6.8;9784;345;0.176;57;14;15;12;11;2.01;0.49;0.42;0.53;0.223;6732;2979;3223;530;238;0.126;0.32;0.75;0;0;0;0;0;-875;-22;-903;0;0;1264;1264;16538;0;27621;0;18;358;31498;44;13;25;0;0
Fisher;MID;NS;DRX;Kyeahoo;22.06.2024;2;4;v14.12;Summer_Season_24;1;3;3;1;Blue;00:28:20;Senna;Kalista;Skarner;Corki;Tristana;Corki;Win;12;8;3;1;17;4;1;6;10;327;8;0;11.5;14190;501;0.255;34;16;6;7;7;1.2;0.56;0.25;0.21;0.133;12908;11255;1653;0;456;0.242;0.35;0.833;0;1;0;0;0;672;18;444;0;0;11441;11441;7361;0;8651;0;2;105;15227;16;8;24;100;50
Jiwoo;ADCARRY;NS;DRX;Teddy;22.06.2024;2;4;v14.12;Summer_Season_24;1;3;3;1;Blue;00:28:20;Renekton;Lucian;Zeri;Leona;Zeri;Kaisa;Win;12;8;3;1;16;6;1;3;9;299;5;0;10.6;13699;483;0.247;47;14;11;5;5;1.66;0.49;0.18;0.39;0.184;16713;10457;5994;262;590;0.313;0.32;0.75;0;1;0;0;0;1506;29;1401;2;0;4381;4381;5104;0;8706;0;4;135;11049;0;6;19;100;600
GuGer;SUPPORT;NS;DRX;Pleata;22.06.2024;2;4;v14.12;Summer_Season_24;1;3;3;1;Blue;00:28:20;KSante;Alistar;Lulu;Camille;Lulu;Leona;Win;12;8;3;1;13;1;0;9;Perfect_KDA;26;0;0;0.9;7228;255;0.13;88;44;10;10;10;3.11;1.55;0.35;0.35;0.344;3610;667;2943;0;127;0.068;0.35;0.833;0;0;0;0;0;169;-12;-771;-1;0;702;702;3133;1567;2837;3995;19;157;6212;0;12;25;0;0
Frog;TOP;DRX;NS;DnDn;22.06.2024;2;4;v14.12;Summer_Season_24;1;3;3;1;Red;00:28:20;Maokai;Taliyah;Nidalee;Tristana;Camille;Skarner;Loss;4;3;1;0;15;0;1;1;1;243;0;0;8.6;9510;336;0.196;29;10;7;5;5;1.02;0.35;0.18;0.25;0.119;6424;4233;653;1538;227;0.142;0.04;0.25;0;0;0;0;0;-342;-6;-385;0;0;1893;1893;1511;0;14423;0;12;251;14509;0;6;21;0;0
Sponge;JUNGLE;DRX;NS;Sylvie;22.06.2024;2;4;v14.12;Summer_Season_24;1;3;3;1;Red;00:28:20;Rumble;Ashe;Kaisa;Sejuani;Nidalee;Sejuani;Loss;4;3;1;0;14;1;3;2;1;230;199;0;8.1;10298;363;0.212;54;9;16;7;6;1.91;0.32;0.25;0.56;0.222;11045;461;9002;1582;390;0.244;0.11;0.75;0;0;0;0;0;875;22;903;0;0;917;917;18424;1990;15613;0;5;141;27026;125;8;24;50;0
Kyeahoo;MID;DRX;NS;Fisher;22.06.2024;2;4;v14.12;Summer_Season_24;1;3;3;1;Red;00:28:20;Kalista;Senna;Corki;Skarner;Corki;Tristana;Loss;4;3;1;0;16;2;2;2;2;283;2;0;10;12310;434;0.254;28;13;6;5;4;0.99;0.46;0.18;0.21;0.115;15912;9647;4762;1503;562;0.351;0.14;1;0;0;0;0;0;-672;-18;-444;0;0;7679;7679;3643;0;11233;0;1;93;13432;48;6;24;600;100
Teddy;ADCARRY;DRX;NS;Jiwoo;22.06.2024;2;4;v14.12;Summer_Season_24;1;3;3;1;Red;00:28:20;Lucian;Renekton;Leona;Zeri;Kaisa;Zeri;Loss;4;3;1;0;14;0;3;3;1;271;7;0;9.6;10272;363;0.212;29;14;5;4;4;1.02;0.49;0.14;0.18;0.119;5940;2764;3148;28;210;0.131;0.11;0.75;0;0;0;0;0;-1506;-29;-1401;-2;0;877;877;2969;0;8092;0;0;30;13060;111;5;25;0;100
Pleata;SUPPORT;DRX;NS;GuGer;22.06.2024;2;4;v14.12;Summer_Season_24;1;3;3;1;Red;00:28:20;Alistar;KSante;Camille;Lulu;Leona;Lulu;Loss;4;3;1;0;10;1;3;2;1;42;0;0;1.5;6129;216;0.126;103;56;15;14;13;3.64;1.98;0.49;0.53;0.424;6009;395;5042;572;212;0.133;0.11;0.75;0;0;0;0;0;-169;12;771;1;0;0;0;426;208;14761;0;22;71;12189;87;17;30;0;0
Frog;TOP;DRX;NS;DnDn;22.06.2024;2;4;v14.12;Summer_Season_24;2;3;3;2;Blue;00:26:21;Sejuani;Taliyah;Nautilus;Tristana;Skarner;KSante;Win;14;8;1;1;15;2;2;9;5.5;183;3;0;6.9;9233;350;0.18;27;9;3;6;5;1.02;0.34;0.23;0.11;0.125;13060;8447;4613;0;496;0.187;0.42;0.786;0;0;0;0;0;-299;-18;-589;-1;0;485;485;2078;0;27242;0;28;567;17490;35;8;19;0;0
Sponge;JUNGLE;DRX;NS;Sylvie;22.06.2024;2;4;v14.12;Summer_Season_24;2;3;3;2;Blue;00:26:21;Maokai;Ashe;Azir;Kaisa;Jax;Viego;Win;14;8;1;1;15;5;1;3;8;206;172;0;7.8;11108;422;0.217;44;10;12;5;3;1.67;0.38;0.19;0.46;0.204;6000;3010;2794;196;228;0.086;0.3;0.571;0;0;1;0;0;579;19;1049;1;0;6585;6585;14470;0;18436;0;8;335;25676;35;6;19;0;0
Kyeahoo;MID;DRX;NS;Fisher;22.06.2024;2;4;v14.12;Summer_Season_24;2;3;3;2;Blue;00:26:21;Rumble;Kalista;Skarner;KSante;Azir;Tristana;Win;14;8;1;1;15;3;1;9;12;229;3;0;8.7;11879;451;0.232;22;10;3;5;5;0.83;0.38;0.19;0.11;0.102;26010;691;25319;0;987;0.372;0.46;0.857;0;0;0;0;0;657;2;45;0;0;9707;9707;3942;394;6844;0;7;129;11528;38;7;28;100;50
Teddy;ADCARRY;DRX;NS;Jiwoo;22.06.2024;2;4;v14.12;Summer_Season_24;2;3;3;2;Blue;00:26:21;Leona;Senna;Zeri;Viego;Zeri;Kaisa;Win;14;8;1;1;15;4;1;10;14;270;12;0;10.2;12455;473;0.243;43;13;14;4;4;1.63;0.49;0.15;0.53;0.199;20623;14120;5985;518;783;0.295;0.53;1;1;0;0;0;0;354;11;718;1;1;4978;4978;2811;0;7482;0;5;77;8568;0;5;19;100;400
Pleata;SUPPORT;DRX;NS;GuGer;22.06.2024;2;4;v14.12;Summer_Season_24;2;3;3;2;Blue;00:26:21;Nidalee;Xin_Zhao;Jax;Alistar;Nautilus;Alistar;Win;14;8;1;1;11;0;2;8;4;32;0;0;1.2;6584;250;0.128;80;50;6;13;12;3.04;1.9;0.49;0.23;0.37;4144;510;2874;760;157;0.059;0.3;0.571;0;0;0;0;0;336;1;-216;0;0;1255;1255;493;0;13043;0;25;175;9483;65;15;28;0;0
DnDn;TOP;NS;DRX;Frog;22.06.2024;2;4;v14.12;Summer_Season_24;2;3;3;2;Red;00:26:21;Taliyah;Sejuani;Tristana;Nautilus;KSante;Skarner;Loss;7;3;3;0;14;1;3;4;1.7;202;0;0;7.7;8351;317;0.189;32;14;5;9;8;1.21;0.53;0.34;0.19;0.152;7570;6539;934;97;287;0.161;0.19;0.714;0;0;0;0;0;299;18;589;1;0;1420;1420;2565;0;27786;141;17;1638;20076;85;10;22;50;0
Sylvie;JUNGLE;NS;DRX;Sponge;22.06.2024;2;4;v14.12;Summer_Season_24;2;3;3;2;Red;00:26:21;Ashe;Maokai;Kaisa;Azir;Viego;Jax;Loss;7;3;3;0;13;2;2;5;3.5;161;143;0;6.1;8527;324;0.193;37;11;9;14;9;1.4;0.42;0.53;0.34;0.175;6853;5353;1263;237;260;0.145;0.27;1;0;0;0;0;0;-579;-19;-1049;-1;0;0;0;15687;0;16912;0;8;150;25684;40;11;26;0;100
Fisher;MID;NS;DRX;Kyeahoo;22.06.2024;2;4;v14.12;Summer_Season_24;2;3;3;2;Red;00:26:21;Kalista;Rumble;KSante;Skarner;Tristana;Azir;Loss;7;3;3;0;15;1;1;3;4;257;10;0;9.8;10794;410;0.244;24;10;5;4;4;0.91;0.38;0.15;0.19;0.114;15305;13105;2050;150;581;0.325;0.15;0.571;0;0;0;0;0;-657;-2;-45;0;0;9109;9109;8625;0;10012;0;7;102;19597;0;5;23;0;0
Jiwoo;ADCARRY;NS;DRX;Teddy;22.06.2024;2;4;v14.12;Summer_Season_24;2;3;3;2;Red;00:26:21;Senna;Leona;Viego;Zeri;Kaisa;Zeri;Loss;7;3;3;0;13;2;3;5;2.3;228;0;0;8.7;10736;407;0.243;37;12;12;5;5;1.4;0.46;0.19;0.46;0.175;15466;7376;7986;104;587;0.328;0.27;1;0;1;0;0;0;-354;-11;-718;-1;0;861;861;3825;0;7104;0;0;22;12580;76;6;21;400;100
GuGer;SUPPORT;NS;DRX;Pleata;22.06.2024;2;4;v14.12;Summer_Season_24;2;3;3;2;Red;00:26:21;Xin_Zhao;Nidalee;Alistar;Jax;Alistar;Nautilus;Loss;7;3;3;0;10;1;5;4;1;38;0;0;1.4;5752;218;0.13;81;43;8;14;12;3.07;1.63;0.53;0.3;0.384;1932;39;1541;352;73;0.041;0.19;0.714;0;0;0;0;0;-336;-1;216;0;0;0;0;5437;3049;19278;0;14;60;16395;92;16;28;0;0
DnDn;TOP;NS;DRX;Frog;22.06.2024;2;4;v14.12;Summer_Season_24;3;3;3;3;Blue;00:26:10;Taliyah;Maokai;Corki;Nautilus;Skarner;Renekton;Win;23;8;4;1;15;3;1;11;14;197;0;0;7.5;10307;394;0.191;18;12;2;6;6;0.69;0.46;0.23;0.08;0.082;17090;11116;5946;28;653;0.211;0.54;0.609;0;0;0;0;0;55;10;195;0;0;2520;2520;3367;251;24164;0;44;615;12314;32;7;24;0;0
Sylvie;JUNGLE;NS;DRX;Sponge;22.06.2024;2;4;v14.12;Summer_Season_24;3;3;3;3;Blue;00:26:10;Ashe;Rumble;Kaisa;Xin_Zhao;Brand;Xin_Zhao;Win;23;8;4;1;14;7;1;12;19;181;161;0;6.9;11561;442;0.214;36;13;9;10;10;1.38;0.5;0.38;0.34;0.164;18688;505;16738;1445;714;0.23;0.73;0.826;0;1;1;0;0;770;5;208;0;0;3275;3275;13593;0;11299;0;14;269;22496;26;11;25;50;0
Fisher;MID;NS;DRX;Kyeahoo;22.06.2024;2;4;v14.12;Summer_Season_24;3;3;3;3;Blue;00:26:10;Azir;Tristana;Skarner;Hwei;Corki;Hwei;Win;23;8;4;1;16;6;0;14;Perfect_KDA;247;0;0;9.4;12911;493;0.239;34;16;5;9;9;1.3;0.61;0.34;0.19;0.155;20320;13364;5092;1864;777;0.25;0.76;0.87;0;1;1;0;0;315;5;405;0;0;9177;9177;6260;0;6854;0;0;48;11736;0;12;26;0;0
Jiwoo;ADCARRY;NS;DRX;Teddy;22.06.2024;2;4;v14.12;Summer_Season_24;3;3;3;3;Blue;00:26:10;KSante;Sejuani;Leona;Renekton;Kaisa;Zeri;Win;23;8;4;1;15;6;1;9;15;219;0;0;8.4;11756;449;0.217;26;11;7;4;4;0.99;0.42;0.15;0.27;0.118;17075;9599;7392;84;653;0.21;0.57;0.652;0;1;0;0;0;423;0;766;1;0;3130;3130;5111;0;6283;0;0;3;11512;42;5;20;0;400
GuGer;SUPPORT;NS;DRX;Pleata;22.06.2024;2;4;v14.12;Summer_Season_24;3;3;3;3;Blue;00:26:10;Varus;Vi;Brand;Zeri;Leona;Nautilus;Win;23;8;4;1;12;1;2;16;8.5;44;0;0;1.7;7531;288;0.139;106;47;18;15;15;4.05;1.8;0.57;0.69;0.482;7991;1591;5548;852;305;0.098;0.65;0.739;0;0;0;0;0;526;5;770;1;0;603;603;4083;177;16946;0;39;79;17690;53;17;33;0;0
Frog;TOP;DRX;NS;DnDn;22.06.2024;2;4;v14.12;Summer_Season_24;3;3;3;3;Red;00:26:10;Maokai;Taliyah;Nautilus;Corki;Renekton;Skarner;Loss;5;1;0;0;14;2;3;1;1;199;6;0;7.6;8562;327;0.208;25;8;5;4;4;0.96;0.31;0.15;0.19;0.108;6939;5920;1019;0;265;0.145;0.11;0.6;0;0;0;0;0;-55;-10;-195;0;0;943;943;5988;0;21158;0;11;81;26683;84;7;17;0;0
Sponge;JUNGLE;DRX;NS;Sylvie;22.06.2024;2;4;v14.12;Summer_Season_24;3;3;3;3;Red;00:26:10;Rumble;Ashe;Xin_Zhao;Kaisa;Xin_Zhao;Brand;Loss;5;1;0;0;13;0;6;4;0.7;162;148;0;6.2;7803;298;0.19;41;9;13;8;7;1.57;0.34;0.31;0.5;0.177;9015;8157;316;542;345;0.188;0.15;0.8;0;0;0;0;0;-770;-5;-208;0;0;0;0;21624;0;22190;0;15;550;39087;148;9;26;0;0
Kyeahoo;MID;DRX;NS;Fisher;22.06.2024;2;4;v14.12;Summer_Season_24;3;3;3;3;Red;00:26:10;Tristana;Azir;Hwei;Skarner;Hwei;Corki;Loss;5;1;0;0;14;1;3;4;1.7;231;0;0;8.8;9646;369;0.235;30;14;4;5;5;1.15;0.54;0.19;0.15;0.13;16119;572;15547;0;616;0.337;0.19;1;0;0;0;0;0;-315;-5;-405;0;0;2402;2402;2011;1023;6541;412;27;821;12431;120;8;25;400;50
Teddy;ADCARRY;DRX;NS;Jiwoo;22.06.2024;2;4;v14.12;Summer_Season_24;3;3;3;3;Red;00:26:10;Sejuani;KSante;Renekton;Leona;Zeri;Kaisa;Loss;5;1;0;0;13;2;5;2;0.8;244;6;0;9.3;9736;372;0.237;44;13;16;4;4;1.68;0.5;0.15;0.61;0.19;12357;7453;4760;144;472;0.258;0.15;0.8;0;0;0;0;0;-423;0;-766;-1;0;910;910;1973;0;6705;0;4;124;15025;145;6;23;0;0
Pleata;SUPPORT;DRX;NS;GuGer;22.06.2024;2;4;v14.12;Summer_Season_24;3;3;3;3;Red;00:26:10;Vi;Varus;Zeri;Brand;Nautilus;Leona;Loss;5;1;0;0;10;0;6;4;0.7;29;0;0;1.1;5376;205;0.131;91;61;8;18;18;3.48;2.33;0.69;0.31;0.394;3471;698;2021;752;133;0.072;0.15;0.8;0;0;0;0;0;-526;-5;-770;-1;0;0;0;10;0;15101;0;22;100;15282;103;20;34;0;0
Clear;TOP;FOX;DK;kingen;22.06.2024;2;4;v14.12;Summer_Season_24;1;2;3;4;Blue;00:44:30;Corki;Kalista;Vi;Nautilus;Skarner;KSante;Loss;14;6;4;0;18;1;5;6;1.4;280;12;0;6.3;14063;316;0.184;45;12;9;8;8;1.01;0.27;0.18;0.2;0.089;21551;14243;6654;654;484;0.195;0.16;0.5;0;0;0;0;0;-183;-26;-811;-1;0;3153;3153;876;0;81677;0;44;899;29853;187;10;29;0;0
Raptor;JUNGLE;FOX;DK;Lucid;22.06.2024;2;4;v14.12;Summer_Season_24;1;2;3;4;Blue;00:44:30;Tristana;Rumble;LeBlanc;Azir;Vi;Viego;Loss;14;6;4;0;16;2;5;9;2.2;234;198;0;5.3;13569;305;0.178;101;16;28;16;14;2.27;0.36;0.36;0.63;0.201;9092;8581;0;511;204;0.082;0.25;0.786;0;0;0;0;0;-377;-19;-932;-1;1;1702;1702;14374;0;49202;0;20;363;34579;161;17;38;0;0
Clozer;MID;FOX;DK;ShowMaker;22.06.2024;2;4;v14.12;Summer_Season_24;1;2;3;4;Blue;00:44:30;Ashe;Taliyah;Skarner;KSante;LeBlanc;Azir;Loss;14;6;4;0;18;3;3;7;3.3;372;4;0;8.4;17786;400;0.233;110;52;24;17;17;2.47;1.17;0.38;0.54;0.219;39842;1302;35967;2573;895;0.36;0.22;0.714;1;0;0;0;0;1040;13;1000;1;0;5736;5736;6832;2654;12123;0;12;87;21229;124;20;43;450;350
Hena;ADCARRY;FOX;DK;Aiming;22.06.2024;2;4;v14.12;Summer_Season_24;1;2;3;4;Blue;00:44:30;Senna;Kaisa;Jinx;Zeri;Jinx;Zeri;Loss;14;6;4;0;18;7;2;3;5;444;61;0;10;20620;463;0.27;63;23;16;7;7;1.42;0.52;0.16;0.36;0.125;35110;32290;1502;1318;789;0.317;0.22;0.714;0;0;1;0;0;100;1;27;0;0;9909;9909;9367;0;13962;0;23;281;18191;58;10;35;700;900
Execute;SUPPORT;FOX;DK;Kellin;22.06.2024;2;4;v14.12;Summer_Season_24;1;2;3;4;Blue;00:44:30;Xayah;Leona;Rell;Viego;Rell;Nautilus;Loss;14;6;4;0;15;1;5;11;2.4;39;0;0;0.9;10205;229;0.134;184;101;20;29;26;4.13;2.27;0.65;0.45;0.366;5201;457;3543;1201;117;0.047;0.27;0.857;0;0;0;0;0;195;1;-420;0;0;2794;2794;629;173;25218;0;32;69;23159;140;32;50;50;0
kingen;TOP;DK;FOX;Clear;22.06.2024;2;4;v14.12;Summer_Season_24;1;2;3;4;Red;00:44:30;Kalista;Corki;Nautilus;Vi;KSante;Skarner;Win;20;10;3;3;18;2;2;5;3.5;296;0;0;6.7;15104;339;0.178;54;18;18;13;13;1.21;0.4;0.29;0.4;0.121;9363;6121;563;2679;210;0.098;0.16;0.35;0;0;0;0;0;183;26;811;1;0;2602;2602;6923;0;65722;133;20;2273;31108;95;14;35;0;0
Lucid;JUNGLE;DK;FOX;Raptor;22.06.2024;2;4;v14.12;Summer_Season_24;1;2;3;4;Red;00:44:30;Rumble;Tristana;Azir;LeBlanc;Viego;Vi;Win;20;10;3;3;18;6;1;12;18;272;233;0;6.1;18140;408;0.214;99;22;29;30;21;2.22;0.49;0.67;0.65;0.221;12979;10188;2263;528;292;0.136;0.4;0.9;1;1;0;0;0;377;19;932;1;0;2878;2878;37761;1384;40044;0;11;254;50104;42;24;44;1050;0
ShowMaker;MID;DK;FOX;Clozer;22.06.2024;2;4;v14.12;Summer_Season_24;1;2;3;4;Red;00:44:30;Taliyah;Ashe;KSante;Skarner;Azir;LeBlanc;Win;20;10;3;3;18;2;5;15;3.4;319;4;0;7.2;16955;381;0.2;61;30;11;15;15;1.37;0.67;0.34;0.25;0.136;25636;632;23570;1434;576;0.269;0.38;0.85;0;0;0;0;0;-1040;-13;-1000;-1;0;8016;8016;10653;559;24958;0;19;239;34149;180;18;37;200;0
Aiming;ADCARRY;DK;FOX;Hena;22.06.2024;2;4;v14.12;Summer_Season_24;1;2;3;4;Red;00:44:30;Kaisa;Senna;Zeri;Jinx;Zeri;Jinx;Win;20;10;3;3;18;8;3;8;5.3;490;60;0;11;23208;522;0.274;82;13;35;4;4;1.84;0.29;0.09;0.79;0.183;41005;30213;9182;1610;921;0.43;0.36;0.8;0;1;0;0;0;-100;-1;-27;0;0;11377;11377;7179;0;13047;0;14;248;19744;87;7;32;0;1200
Kellin;SUPPORT;DK;FOX;Execute;22.06.2024;2;4;v14.12;Summer_Season_24;1;2;3;4;Red;00:44:30;Leona;Xayah;Viego;Rell;Nautilus;Rell;Win;20;10;3;3;16;2;3;15;5.7;29;0;0;0.7;11390;256;0.134;151;84;13;24;23;3.39;1.89;0.54;0.29;0.338;6286;1367;4037;882;141;0.066;0.38;0.85;0;0;0;0;0;-195;-1;420;0;0;373;373;2321;242;34482;954;54;208;23532;77;27;45;0;0
Clear;TOP;FOX;DK;kingen;22.06.2024;2;4;v14.12;Summer_Season_24;2;2;3;5;Blue;00:28:25;Corki;Kalista;Tristana;Zeri;KSante;Gnar;Loss;7;1;0;0;14;1;5;2;0.6;209;0;0;7.4;9158;322;0.206;14;5;3;1;0;0.49;0.18;0.04;0.11;0.07;9336;8037;897;402;329;0.135;0.11;0.429;0;0;0;0;0;-504;-8;64;0;0;0;0;2445;0;39314;0;19;1281;30271;139;3;16;350;0
Raptor;JUNGLE;FOX;DK;Lucid;22.06.2024;2;4;v14.12;Summer_Season_24;2;2;3;5;Blue;00:28:25;Ashe;Rumble;Maokai;Taliyah;Maokai;Vi;Loss;7;1;0;0;13;2;6;4;1;157;147;0;5.5;8738;307;0.197;30;10;8;8;7;1.06;0.35;0.28;0.28;0.15;19045;557;16692;1796;670;0.276;0.21;0.857;0;0;0;0;0;-496;-3;-401;-1;0;499;499;15372;0;23550;625;49;575;33330;160;9;27;100;0
Clozer;MID;FOX;DK;ShowMaker;22.06.2024;2;4;v14.12;Summer_Season_24;2;2;3;5;Blue;00:28:25;Skarner;Senna;Kaisa;Vi;Tristana;Taliyah;Loss;7;1;0;0;15;2;7;4;0.9;266;4;0;9.4;10636;374;0.239;23;13;7;4;4;0.81;0.46;0.14;0.25;0.115;16753;15129;1156;468;590;0.242;0.21;0.857;0;0;0;0;0;-538;4;19;0;0;1495;1495;4781;0;12511;0;5;98;23178;206;5;23;100;50
Hena;ADCARRY;FOX;DK;Aiming;22.06.2024;2;4;v14.12;Summer_Season_24;2;2;3;5;Blue;00:28:25;Twisted_Fate;Nautilus;KSante;Alistar;Kaisa;Zeri;Loss;7;1;0;0;13;2;6;3;0.8;219;8;0;7.7;9929;349;0.224;30;11;7;1;1;1.06;0.39;0.04;0.25;0.15;19642;12374;6960;308;691;0.284;0.18;0.714;0;1;0;0;0;-608;-18;-769;-1;0;0;0;3993;0;13802;0;2;40;18830;189;2;22;150;0
Execute;SUPPORT;FOX;DK;Kellin;22.06.2024;2;4;v14.12;Summer_Season_24;2;2;3;5;Blue;00:28:25;Lulu;Renekton;Rakan;Gnar;Rakan;Alistar;Loss;7;1;0;0;11;0;7;5;0.7;19;0;0;0.7;5953;209;0.134;103;69;9;14;12;3.62;2.43;0.49;0.32;0.515;4330;701;3111;518;152;0.063;0.18;0.714;0;0;0;0;0;-48;-3;-325;0;0;0;0;2808;673;16886;1892;19;64;24113;154;16;32;0;0
kingen;TOP;DK;FOX;Clear;22.06.2024;2;4;v14.12;Summer_Season_24;2;2;3;5;Red;00:28:25;Kalista;Corki;Zeri;Tristana;Gnar;KSante;Win;31;10;3;1;16;4;0;12;Perfect_KDA;237;4;0;8.3;13150;463;0.214;35;14;10;5;5;1.23;0.49;0.18;0.35;0.126;18950;14726;4002;222;667;0.177;0.56;0.516;0;0;0;0;0;504;8;-64;0;0;9997;9997;5866;0;11498;0;17;340;12416;0;6;20;50;0
Lucid;JUNGLE;DK;FOX;Raptor;22.06.2024;2;4;v14.12;Summer_Season_24;2;2;3;5;Red;00:28:25;Rumble;Ashe;Taliyah;Maokai;Vi;Maokai;Win;31;10;3;1;16;2;2;15;8.5;197;173;0;6.9;11106;391;0.18;40;11;6;11;9;1.41;0.39;0.39;0.21;0.144;11439;11165;0;274;403;0.107;0.6;0.548;0;0;0;0;0;496;3;401;1;0;2764;2764;15497;0;35866;0;22;260;29192;65;12;30;0;0
ShowMaker;MID;DK;FOX;Clozer;22.06.2024;2;4;v14.12;Summer_Season_24;2;2;3;5;Red;00:28:25;Senna;Skarner;Vi;Kaisa;Taliyah;Tristana;Win;31;10;3;1;16;6;2;16;11;230;6;0;8.1;12402;436;0.201;54;19;16;10;9;1.9;0.67;0.35;0.56;0.195;32597;1733;30786;78;1147;0.304;0.77;0.71;1;1;0;0;0;538;-4;-19;0;0;2670;2670;1402;0;12680;0;40;370;17461;86;13;27;0;450
Aiming;ADCARRY;DK;FOX;Hena;22.06.2024;2;4;v14.12;Summer_Season_24;2;2;3;5;Red;00:28:25;Nautilus;Twisted_Fate;Alistar;KSante;Zeri;Kaisa;Win;31;10;3;1;16;17;1;7;24;276;16;0;9.7;16546;582;0.269;56;12;19;3;3;1.97;0.42;0.11;0.67;0.202;37051;23297;12573;1181;1304;0.346;0.84;0.774;1;2;1;0;1;608;18;769;1;0;8474;8474;8174;0;12976;0;9;142;19034;35;4;22;0;150
Kellin;SUPPORT;DK;FOX;Execute;22.06.2024;2;4;v14.12;Summer_Season_24;2;2;3;5;Red;00:28:25;Renekton;Lulu;Gnar;Rakan;Alistar;Rakan;Win;31;10;3;1;13;2;2;23;12.5;20;0;0;0.7;8376;295;0.136;92;54;8;15;15;3.24;1.9;0.53;0.28;0.332;7029;714;5379;936;247;0.066;0.88;0.806;0;0;0;0;0;48;3;325;0;0;135;135;12067;7740;18927;0;44;77;22307;59;18;32;0;100
Kiin;TOP;GEN;BRO;Morgan;23.06.2024;2;5;v14.12;Summer_Season_24;1;2;3;1;Blue;00:24:14;Tristana;Nidalee;Senna;Corki;Skarner;KSante;Win;14;10;2;1;15;1;0;4;Perfect_KDA;231;7;0;9.5;10108;417;0.194;27;9;4;5;5;1.11;0.37;0.21;0.17;0.132;8558;5020;3488;50;353;0.131;0.21;0.357;0;0;0;0;0;958;13;1051;1;0;3253;3253;1169;0;17207;0;14;534;10156;0;6;17;0;0
Canyon;JUNGLE;GEN;BRO;YoungJae;23.06.2024;2;5;v14.12;Summer_Season_24;1;2;3;1;Blue;00:24:14;Taliyah;Rumble;Nautilus;Sejuani;Zyra;Sejuani;Win;14;10;2;1;15;6;1;8;14;202;179;0;8.3;11593;478;0.223;29;8;4;6;5;1.2;0.33;0.25;0.17;0.142;18327;773;16473;1081;756;0.28;0.58;1;0;0;0;0;0;1947;41;2268;2;0;5873;5873;8782;0;7588;0;28;456;14741;8;7;19;50;0
Chovy;MID;GEN;BRO;Karis;23.06.2024;2;5;v14.12;Summer_Season_24;1;2;3;1;Blue;00:24:14;Renekton;Kalista;Zyra;Kaisa;Lucian;Corki;Win;14;10;2;1;15;5;1;3;8;266;19;0;11;12367;510;0.238;42;12;9;5;4;1.73;0.5;0.21;0.37;0.206;13176;11749;1272;155;544;0.201;0.33;0.571;0;0;1;0;0;131;1;-299;0;0;9906;9906;3712;0;5789;0;1;94;10537;16;9;20;0;50
